Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807916 Madrid distrito 16;2807916025 Madrid sección 16025;Porcentaje de población de 65 y más años;2022;18,8
28079 Madrid;2807916 Madrid distrito 16;2807916025 Madrid sección 16025;Población;2022;2.093
28079 Madrid;2807916 Madrid distrito 16;2807916025 Madrid sección 16025;Porcentaje de población española;2022;89
28079 Madrid;2807916 Madrid distrito 16;2807916026 Madrid sección 16026;Edad media de la población;2022;48,5
28079 Madrid;2807916 Madrid distrito 16;2807916026 Madrid sección 16026;Porcentaje de población menor de 18 años;2022;11,3
28079 Madrid;2807916 Madrid distrito 16;2807916026 Madrid sección 16026;Porcentaje de población de 65 y más años;2022;29
28079 Madrid;2807916 Madrid distrito 16;2807916026 Madrid sección 16026;Población;2022;773
28079 Madrid;2807916 Madrid distrito 16;2807916026 Madrid sección 16026;Porcentaje de población española;2022;82,7
28079 Madrid;2807916 Madrid distrito 16;2807916027 Madrid sección 16027;Edad media de la población;2022;51
28079 Madrid;2807916 Madrid distrito 16;2807916027 Madrid sección 16027;Porcentaje de población menor de 18 años;2022;12,8
28079 Madrid;2807916 Madrid distrito 16;2807916027 Madrid sección 16027;Porcentaje de población de 65 y más años;2022;32,3
28079 Madrid;2807916 Madrid distrito 16;2807916027 Madrid sección 16027;Población;2022;721
28079 Madrid;2807916 Madrid distrito 16;2807916027 Madrid sección 16027;Porcentaje de población española;2022;87,4
28079 Madrid;2807916 Madrid distrito 16;2807916028 Madrid sección 16028;Edad media de la población;2022;52,7
28079 Madrid;2807916 Madrid distrito 16;2807916028 Madrid sección 16028;Porcentaje de población menor de 18 años;2022;13,4
28079 Madrid;2807916 Madrid distrito 16;2807916028 Madrid sección 16028;Porcentaje de población de 65 y más años;2022;41,9
28079 Madrid;2807916 Madrid distrito 16;2807916028 Madrid sección 16028;Población;2022;887
28079 Madrid;2807916 Madrid distrito 16;2807916028 Madrid sección 16028;Porcentaje de población española;2022;94,9
28079 Madrid;2807916 Madrid distrito 16;2807916029 Madrid sección 16029;Edad media de la población;2022;50,9
28079 Madrid;2807916 Madrid distrito 16;2807916029 Madrid sección 16029;Porcentaje de población menor de 18 años;2022;12,1
28079 Madrid;2807916 Madrid distrito 16;2807916029 Madrid sección 16029;Porcentaje de población de 65 y más años;2022;34
28079 Madrid;2807916 Madrid distrito 16;2807916029 Madrid sección 16029;Población;2022;1.172
28079 Madrid;2807916 Madrid distrito 16;2807916029 Madrid sección 16029;Porcentaje de población española;2022;89,1
28079 Madrid;2807916 Madrid distrito 16;2807916030 Madrid sección 16030;Edad media de la población;2022;47,2
28079 Madrid;2807916 Madrid distrito 16;2807916030 Madrid sección 16030;Porcentaje de población menor de 18 años;2022;12
28079 Madrid;2807916 Madrid distrito 16;2807916030 Madrid sección 16030;Porcentaje de población de 65 y más años;2022;24,8
28079 Madrid;2807916 Madrid distrito 16;2807916030 Madrid sección 16030;Población;2022;1.776
28079 Madrid;2807916 Madrid distrito 16;2807916030 Madrid sección 16030;Porcentaje de población española;2022;89,5
28079 Madrid;2807916 Madrid distrito 16;2807916031 Madrid sección 16031;Edad media de la población;2022;51
28079 Madrid;2807916 Madrid distrito 16;2807916031 Madrid sección 16031;Porcentaje de población menor de 18 años;2022;10,5
28079 Madrid;2807916 Madrid distrito 16;2807916031 Madrid sección 16031;Porcentaje de población de 65 y más años;2022;35,1
28079 Madrid;2807916 Madrid distrito 16;2807916031 Madrid sección 16031;Población;2022;1.248
28079 Madrid;2807916 Madrid distrito 16;2807916031 Madrid sección 16031;Porcentaje de población española;2022;95,1
28079 Madrid;2807916 Madrid distrito 16;2807916032 Madrid sección 16032;Edad media de la población;2022;48,4
28079 Madrid;2807916 Madrid distrito 16;2807916032 Madrid sección 16032;Porcentaje de población menor de 18 años;2022;9,4
28079 Madrid;2807916 Madrid distrito 16;2807916032 Madrid sección 16032;Porcentaje de población de 65 y más años;2022;24,9
28079 Madrid;2807916 Madrid distrito 16;2807916032 Madrid sección 16032;Población;2022;1.519
28079 Madrid;2807916 Madrid distrito 16;2807916032 Madrid sección 16032;Porcentaje de población española;2022;93,4
28079 Madrid;2807916 Madrid distrito 16;2807916033 Madrid sección 16033;Edad media de la población;2022;44,2
28079 Madrid;2807916 Madrid distrito 16;2807916033 Madrid sección 16033;Porcentaje de población menor de 18 años;2022;15,2
28079 Madrid;2807916 Madrid distrito 16;2807916033 Madrid sección 16033;Porcentaje de población de 65 y más años;2022;20,5
28079 Madrid;2807916 Madrid distrito 16;2807916033 Madrid sección 16033;Población;2022;1.566
28079 Madrid;2807916 Madrid distrito 16;2807916033 Madrid sección 16033;Porcentaje de población española;2022;85,2
28079 Madrid;2807916 Madrid distrito 16;2807916034 Madrid sección 16034;Edad media de la población;2022;42,3
28079 Madrid;2807916 Madrid distrito 16;2807916034 Madrid sección 16034;Porcentaje de población menor de 18 años;2022;15,3
28079 Madrid;2807916 Madrid distrito 16;2807916034 Madrid sección 16034;Porcentaje de población de 65 y más años;2022;16,5
28079 Madrid;2807916 Madrid distrito 16;2807916034 Madrid sección 16034;Población;2022;1.998
28079 Madrid;2807916 Madrid distrito 16;2807916034 Madrid sección 16034;Porcentaje de población española;2022;79,6
28079 Madrid;2807916 Madrid distrito 16;2807916035 Madrid sección 16035;Edad media de la población;2022;46,1
28079 Madrid;2807916 Madrid distrito 16;2807916035 Madrid sección 16035;Porcentaje de población menor de 18 años;2022;15,6
28079 Madrid;2807916 Madrid distrito 16;2807916035 Madrid sección 16035;Porcentaje de población de 65 y más años;2022;25,6
28079 Madrid;2807916 Madrid distrito 16;2807916035 Madrid sección 16035;Población;2022;1.605
28079 Madrid;2807916 Madrid distrito 16;2807916035 Madrid sección 16035;Porcentaje de población española;2022;88,6
28079 Madrid;2807916 Madrid distrito 16;2807916036 Madrid sección 16036;Edad media de la población;2022;39,8
28079 Madrid;2807916 Madrid distrito 16;2807916036 Madrid sección 16036;Porcentaje de población menor de 18 años;2022;23,1
28079 Madrid;2807916 Madrid distrito 16;2807916036 Madrid sección 16036;Porcentaje de población de 65 y más años;2022;13
28079 Madrid;2807916 Madrid distrito 16;2807916036 Madrid sección 16036;Población;2022;2.538
28079 Madrid;2807916 Madrid distrito 16;2807916036 Madrid sección 16036;Porcentaje de población española;2022;93,2
28079 Madrid;2807916 Madrid distrito 16;2807916037 Madrid sección 16037;Edad media de la población;2022;47,7
28079 Madrid;2807916 Madrid distrito 16;2807916037 Madrid sección 16037;Porcentaje de población menor de 18 años;2022;11,9
28079 Madrid;2807916 Madrid distrito 16;2807916037 Madrid sección 16037;Porcentaje de población de 65 y más años;2022;24,1
28079 Madrid;2807916 Madrid distrito 16;2807916037 Madrid sección 16037;Población;2022;973
28079 Madrid;2807916 Madrid distrito 16;2807916037 Madrid sección 16037;Porcentaje de población española;2022;82,5
28079 Madrid;2807916 Madrid distrito 16;2807916038 Madrid sección 16038;Edad media de la población;2022;47
28079 Madrid;2807916 Madrid distrito 16;2807916038 Madrid sección 16038;Porcentaje de población menor de 18 años;2022;12,6
28079 Madrid;2807916 Madrid distrito 16;2807916038 Madrid sección 16038;Porcentaje de población de 65 y más años;2022;24
28079 Madrid;2807916 Madrid distrito 16;2807916038 Madrid sección 16038;Población;2022;1.298
28079 Madrid;2807916 Madrid distrito 16;2807916038 Madrid sección 16038;Porcentaje de población española;2022;83,3
28079 Madrid;2807916 Madrid distrito 16;2807916039 Madrid sección 16039;Edad media de la población;2022;43,5
28079 Madrid;2807916 Madrid distrito 16;2807916039 Madrid sección 16039;Porcentaje de población menor de 18 años;2022;16,5
28079 Madrid;2807916 Madrid distrito 16;2807916039 Madrid sección 16039;Porcentaje de población de 65 y más años;2022;18,6
28079 Madrid;2807916 Madrid distrito 16;2807916039 Madrid sección 16039;Población;2022;1.069
28079 Madrid;2807916 Madrid distrito 16;2807916039 Madrid sección 16039;Porcentaje de población española;2022;76,9
28079 Madrid;2807916 Madrid distrito 16;2807916040 Madrid sección 16040;Edad media de la población;2022;45,1
28079 Madrid;2807916 Madrid distrito 16;2807916040 Madrid sección 16040;Porcentaje de población menor de 18 años;2022;12,6
28079 Madrid;2807916 Madrid distrito 16;2807916040 Madrid sección 16040;Porcentaje de población de 65 y más años;2022;20,2
28079 Madrid;2807916 Madrid distrito 16;2807916040 Madrid sección 16040;Población;2022;1.888
28079 Madrid;2807916 Madrid distrito 16;2807916040 Madrid sección 16040;Porcentaje de población española;2022;75,7
28079 Madrid;2807916 Madrid distrito 16;2807916041 Madrid sección 16041;Edad media de la población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916041 Madrid sección 16041;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916041 Madrid sección 16041;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916041 Madrid sección 16041;Población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916041 Madrid sección 16041;Porcentaje de población española;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916042 Madrid sección 16042;Edad media de la población;2022;49,5
28079 Madrid;2807916 Madrid distrito 16;2807916042 Madrid sección 16042;Porcentaje de población menor de 18 años;2022;13,4
28079 Madrid;2807916 Madrid distrito 16;2807916042 Madrid sección 16042;Porcentaje de población de 65 y más años;2022;31,4
28079 Madrid;2807916 Madrid distrito 16;2807916042 Madrid sección 16042;Población;2022;1.403
28079 Madrid;2807916 Madrid distrito 16;2807916042 Madrid sección 16042;Porcentaje de población española;2022;86,7
28079 Madrid;2807916 Madrid distrito 16;2807916043 Madrid sección 16043;Edad media de la población;2022;47,3
28079 Madrid;2807916 Madrid distrito 16;2807916043 Madrid sección 16043;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807916 Madrid distrito 16;2807916043 Madrid sección 16043;Porcentaje de población de 65 y más años;2022;25,1
28079 Madrid;2807916 Madrid distrito 16;2807916043 Madrid sección 16043;Población;2022;935
28079 Madrid;2807916 Madrid distrito 16;2807916043 Madrid sección 16043;Porcentaje de población española;2022;83,9
28079 Madrid;2807916 Madrid distrito 16;2807916044 Madrid sección 16044;Edad media de la población;2022;46,6
28079 Madrid;2807916 Madrid distrito 16;2807916044 Madrid sección 16044;Porcentaje de población menor de 18 años;2022;15,1
28079 Madrid;2807916 Madrid distrito 16;2807916044 Madrid sección 16044;Porcentaje de población de 65 y más años;2022;24,4
28079 Madrid;2807916 Madrid distrito 16;2807916044 Madrid sección 16044;Población;2022;1.101
28079 Madrid;2807916 Madrid distrito 16;2807916044 Madrid sección 16044;Porcentaje de población española;2022;88,1
28079 Madrid;2807916 Madrid distrito 16;2807916045 Madrid sección 16045;Edad media de la población;2022;45
28079 Madrid;2807916 Madrid distrito 16;2807916045 Madrid sección 16045;Porcentaje de población menor de 18 años;2022;15,5
28079 Madrid;2807916 Madrid distrito 16;2807916045 Madrid sección 16045;Porcentaje de población de 65 y más años;2022;22,5
28079 Madrid;2807916 Madrid distrito 16;2807916045 Madrid sección 16045;Población;2022;1.594
28079 Madrid;2807916 Madrid distrito 16;2807916045 Madrid sección 16045;Porcentaje de población española;2022;93,2
28079 Madrid;2807916 Madrid distrito 16;2807916046 Madrid sección 16046;Edad media de la población;2022;48,8
28079 Madrid;2807916 Madrid distrito 16;2807916046 Madrid sección 16046;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807916 Madrid distrito 16;2807916046 Madrid sección 16046;Porcentaje de población de 65 y más años;2022;30,2
28079 Madrid;2807916 Madrid distrito 16;2807916046 Madrid sección 16046;Población;2022;1.703
28079 Madrid;2807916 Madrid distrito 16;2807916046 Madrid sección 16046;Porcentaje de población española;2022;89,8
28079 Madrid;2807916 Madrid distrito 16;2807916047 Madrid sección 16047;Edad media de la población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916047 Madrid sección 16047;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916047 Madrid sección 16047;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916047 Madrid sección 16047;Población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916047 Madrid sección 16047;Porcentaje de población española;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916048 Madrid sección 16048;Edad media de la población;2022;47
28079 Madrid;2807916 Madrid distrito 16;2807916048 Madrid sección 16048;Porcentaje de población menor de 18 años;2022;12,7
28079 Madrid;2807916 Madrid distrito 16;2807916048 Madrid sección 16048;Porcentaje de población de 65 y más años;2022;26
28079 Madrid;2807916 Madrid distrito 16;2807916048 Madrid sección 16048;Población;2022;2.135
28079 Madrid;2807916 Madrid distrito 16;2807916048 Madrid sección 16048;Porcentaje de población española;2022;88,1
28079 Madrid;2807916 Madrid distrito 16;2807916049 Madrid sección 16049;Edad media de la población;2022;51,7
28079 Madrid;2807916 Madrid distrito 16;2807916049 Madrid sección 16049;Porcentaje de población menor de 18 años;2022;9,3
28079 Madrid;2807916 Madrid distrito 16;2807916049 Madrid sección 16049;Porcentaje de población de 65 y más años;2022;36,8
28079 Madrid;2807916 Madrid distrito 16;2807916049 Madrid sección 16049;Población;2022;1.167
28079 Madrid;2807916 Madrid distrito 16;2807916049 Madrid sección 16049;Porcentaje de población española;2022;95,4
28079 Madrid;2807916 Madrid distrito 16;2807916050 Madrid sección 16050;Edad media de la población;2022;48,8
28079 Madrid;2807916 Madrid distrito 16;2807916050 Madrid sección 16050;Porcentaje de población menor de 18 años;2022;11,7
28079 Madrid;2807916 Madrid distrito 16;2807916050 Madrid sección 16050;Porcentaje de población de 65 y más años;2022;31,2
28079 Madrid;2807916 Madrid distrito 16;2807916050 Madrid sección 16050;Población;2022;1.478
28079 Madrid;2807916 Madrid distrito 16;2807916050 Madrid sección 16050;Porcentaje de población española;2022;91,4
28079 Madrid;2807916 Madrid distrito 16;2807916051 Madrid sección 16051;Edad media de la población;2022;44,9
28079 Madrid;2807916 Madrid distrito 16;2807916051 Madrid sección 16051;Porcentaje de población menor de 18 años;2022;15,8
28079 Madrid;2807916 Madrid distrito 16;2807916051 Madrid sección 16051;Porcentaje de población de 65 y más años;2022;25,2
28079 Madrid;2807916 Madrid distrito 16;2807916051 Madrid sección 16051;Población;2022;1.026
28079 Madrid;2807916 Madrid distrito 16;2807916051 Madrid sección 16051;Porcentaje de población española;2022;83,5
28079 Madrid;2807916 Madrid distrito 16;2807916052 Madrid sección 16052;Edad media de la población;2022;47,5
28079 Madrid;2807916 Madrid distrito 16;2807916052 Madrid sección 16052;Porcentaje de población menor de 18 años;2022;14,7
28079 Madrid;2807916 Madrid distrito 16;2807916052 Madrid sección 16052;Porcentaje de población de 65 y más años;2022;29,8
28079 Madrid;2807916 Madrid distrito 16;2807916052 Madrid sección 16052;Población;2022;1.156
28079 Madrid;2807916 Madrid distrito 16;2807916052 Madrid sección 16052;Porcentaje de población española;2022;85,6
28079 Madrid;2807916 Madrid distrito 16;2807916053 Madrid sección 16053;Edad media de la población;2022;45,1
28079 Madrid;2807916 Madrid distrito 16;2807916053 Madrid sección 16053;Porcentaje de población menor de 18 años;2022;16
28079 Madrid;2807916 Madrid distrito 16;2807916053 Madrid sección 16053;Porcentaje de población de 65 y más años;2022;24,2
28079 Madrid;2807916 Madrid distrito 16;2807916053 Madrid sección 16053;Población;2022;921
28079 Madrid;2807916 Madrid distrito 16;2807916053 Madrid sección 16053;Porcentaje de población española;2022;84,7
28079 Madrid;2807916 Madrid distrito 16;2807916054 Madrid sección 16054;Edad media de la población;2022;50,8
28079 Madrid;2807916 Madrid distrito 16;2807916054 Madrid sección 16054;Porcentaje de población menor de 18 años;2022;9,4
28079 Madrid;2807916 Madrid distrito 16;2807916054 Madrid sección 16054;Porcentaje de población de 65 y más años;2022;31,2
28079 Madrid;2807916 Madrid distrito 16;2807916054 Madrid sección 16054;Población;2022;756
28079 Madrid;2807916 Madrid distrito 16;2807916054 Madrid sección 16054;Porcentaje de población española;2022;85,7
28079 Madrid;2807916 Madrid distrito 16;2807916055 Madrid sección 16055;Edad media de la población;2022;47,3
28079 Madrid;2807916 Madrid distrito 16;2807916055 Madrid sección 16055;Porcentaje de población menor de 18 años;2022;12,9
28079 Madrid;2807916 Madrid distrito 16;2807916055 Madrid sección 16055;Porcentaje de población de 65 y más años;2022;24,2
28079 Madrid;2807916 Madrid distrito 16;2807916055 Madrid sección 16055;Población;2022;1.467
28079 Madrid;2807916 Madrid distrito 16;2807916055 Madrid sección 16055;Porcentaje de población española;2022;82,1
28079 Madrid;2807916 Madrid distrito 16;2807916056 Madrid sección 16056;Edad media de la población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916056 Madrid sección 16056;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916056 Madrid sección 16056;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916056 Madrid sección 16056;Población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916056 Madrid sección 16056;Porcentaje de población española;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916057 Madrid sección 16057;Edad media de la población;2022;49
28079 Madrid;2807916 Madrid distrito 16;2807916057 Madrid sección 16057;Porcentaje de población menor de 18 años;2022;12,5
28079 Madrid;2807916 Madrid distrito 16;2807916057 Madrid sección 16057;Porcentaje de población de 65 y más años;2022;28,8
28079 Madrid;2807916 Madrid distrito 16;2807916057 Madrid sección 16057;Población;2022;989
28079 Madrid;2807916 Madrid distrito 16;2807916057 Madrid sección 16057;Porcentaje de población española;2022;86,5
28079 Madrid;2807916 Madrid distrito 16;2807916058 Madrid sección 16058;Edad media de la población;2022;45,5
28079 Madrid;2807916 Madrid distrito 16;2807916058 Madrid sección 16058;Porcentaje de población menor de 18 años;2022;14,3
28079 Madrid;2807916 Madrid distrito 16;2807916058 Madrid sección 16058;Porcentaje de población de 65 y más años;2022;22,8
28079 Madrid;2807916 Madrid distrito 16;2807916058 Madrid sección 16058;Población;2022;1.414
28079 Madrid;2807916 Madrid distrito 16;2807916058 Madrid sección 16058;Porcentaje de población española;2022;84,9
28079 Madrid;2807916 Madrid distrito 16;2807916059 Madrid sección 16059;Edad media de la población;2022;51,8
28079 Madrid;2807916 Madrid distrito 16;2807916059 Madrid sección 16059;Porcentaje de población menor de 18 años;2022;10
28079 Madrid;2807916 Madrid distrito 16;2807916059 Madrid sección 16059;Porcentaje de población de 65 y más años;2022;34,6
28079 Madrid;2807916 Madrid distrito 16;2807916059 Madrid sección 16059;Población;2022;1.731
28079 Madrid;2807916 Madrid distrito 16;2807916059 Madrid sección 16059;Porcentaje de población española;2022;89,3
28079 Madrid;2807916 Madrid distrito 16;2807916060 Madrid sección 16060;Edad media de la población;2022;50,5
28079 Madrid;2807916 Madrid distrito 16;2807916060 Madrid sección 16060;Porcentaje de población menor de 18 años;2022;12,9
28079 Madrid;2807916 Madrid distrito 16;2807916060 Madrid sección 16060;Porcentaje de población de 65 y más años;2022;37,5
28079 Madrid;2807916 Madrid distrito 16;2807916060 Madrid sección 16060;Población;2022;1.498
28079 Madrid;2807916 Madrid distrito 16;2807916060 Madrid sección 16060;Porcentaje de población española;2022;90,7
28079 Madrid;2807916 Madrid distrito 16;2807916061 Madrid sección 16061;Edad media de la población;2022;52,1
28079 Madrid;2807916 Madrid distrito 16;2807916061 Madrid sección 16061;Porcentaje de población menor de 18 años;2022;12,2
28079 Madrid;2807916 Madrid distrito 16;2807916061 Madrid sección 16061;Porcentaje de población de 65 y más años;2022;39,4
28079 Madrid;2807916 Madrid distrito 16;2807916061 Madrid sección 16061;Población;2022;1.350
28079 Madrid;2807916 Madrid distrito 16;2807916061 Madrid sección 16061;Porcentaje de población española;2022;92,4
28079 Madrid;2807916 Madrid distrito 16;2807916062 Madrid sección 16062;Edad media de la población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916062 Madrid sección 16062;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916062 Madrid sección 16062;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916062 Madrid sección 16062;Población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916062 Madrid sección 16062;Porcentaje de población española;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916063 Madrid sección 16063;Edad media de la población;2022;52,4
28079 Madrid;2807916 Madrid distrito 16;2807916063 Madrid sección 16063;Porcentaje de población menor de 18 años;2022;12,1
28079 Madrid;2807916 Madrid distrito 16;2807916063 Madrid sección 16063;Porcentaje de población de 65 y más años;2022;39,1
28079 Madrid;2807916 Madrid distrito 16;2807916063 Madrid sección 16063;Población;2022;1.536
28079 Madrid;2807916 Madrid distrito 16;2807916063 Madrid sección 16063;Porcentaje de población española;2022;92
28079 Madrid;2807916 Madrid distrito 16;2807916064 Madrid sección 16064;Edad media de la población;2022;50,6
28079 Madrid;2807916 Madrid distrito 16;2807916064 Madrid sección 16064;Porcentaje de población menor de 18 años;2022;12
28079 Madrid;2807916 Madrid distrito 16;2807916064 Madrid sección 16064;Porcentaje de población de 65 y más años;2022;34,4
28079 Madrid;2807916 Madrid distrito 16;2807916064 Madrid sección 16064;Población;2022;1.167
28079 Madrid;2807916 Madrid distrito 16;2807916064 Madrid sección 16064;Porcentaje de población española;2022;90,4
28079 Madrid;2807916 Madrid distrito 16;2807916065 Madrid sección 16065;Edad media de la población;2022;46,4
28079 Madrid;2807916 Madrid distrito 16;2807916065 Madrid sección 16065;Porcentaje de población menor de 18 años;2022;11,6
28079 Madrid;2807916 Madrid distrito 16;2807916065 Madrid sección 16065;Porcentaje de población de 65 y más años;2022;26
28079 Madrid;2807916 Madrid distrito 16;2807916065 Madrid sección 16065;Población;2022;1.018
28079 Madrid;2807916 Madrid distrito 16;2807916065 Madrid sección 16065;Porcentaje de población española;2022;83,4
28079 Madrid;2807916 Madrid distrito 16;2807916066 Madrid sección 16066;Edad media de la población;2022;46,9
28079 Madrid;2807916 Madrid distrito 16;2807916066 Madrid sección 16066;Porcentaje de población menor de 18 años;2022;11,5
28079 Madrid;2807916 Madrid distrito 16;2807916066 Madrid sección 16066;Porcentaje de población de 65 y más años;2022;25,7
28079 Madrid;2807916 Madrid distrito 16;2807916066 Madrid sección 16066;Población;2022;1.056
28079 Madrid;2807916 Madrid distrito 16;2807916066 Madrid sección 16066;Porcentaje de población española;2022;83
28079 Madrid;2807916 Madrid distrito 16;2807916067 Madrid sección 16067;Edad media de la población;2022;47,2
28079 Madrid;2807916 Madrid distrito 16;2807916067 Madrid sección 16067;Porcentaje de población menor de 18 años;2022;10,9
28079 Madrid;2807916 Madrid distrito 16;2807916067 Madrid sección 16067;Porcentaje de población de 65 y más años;2022;23,7
28079 Madrid;2807916 Madrid distrito 16;2807916067 Madrid sección 16067;Población;2022;1.885
28079 Madrid;2807916 Madrid distrito 16;2807916067 Madrid sección 16067;Porcentaje de población española;2022;85,8
28079 Madrid;2807916 Madrid distrito 16;2807916069 Madrid sección 16069;Edad media de la población;2022;46,5
28079 Madrid;2807916 Madrid distrito 16;2807916069 Madrid sección 16069;Porcentaje de población menor de 18 años;2022;14
28079 Madrid;2807916 Madrid distrito 16;2807916069 Madrid sección 16069;Porcentaje de población de 65 y más años;2022;27,8
28079 Madrid;2807916 Madrid distrito 16;2807916069 Madrid sección 16069;Población;2022;1.211
28079 Madrid;2807916 Madrid distrito 16;2807916069 Madrid sección 16069;Porcentaje de población española;2022;85,6
28079 Madrid;2807916 Madrid distrito 16;2807916070 Madrid sección 16070;Edad media de la población;2022;46,7
28079 Madrid;2807916 Madrid distrito 16;2807916070 Madrid sección 16070;Porcentaje de población menor de 18 años;2022;11,5
28079 Madrid;2807916 Madrid distrito 16;2807916070 Madrid sección 16070;Porcentaje de población de 65 y más años;2022;22,6
28079 Madrid;2807916 Madrid distrito 16;2807916070 Madrid sección 16070;Población;2022;1.684
28079 Madrid;2807916 Madrid distrito 16;2807916070 Madrid sección 16070;Porcentaje de población española;2022;93,2
28079 Madrid;2807916 Madrid distrito 16;2807916071 Madrid sección 16071;Edad media de la población;2022;44
28079 Madrid;2807916 Madrid distrito 16;2807916071 Madrid sección 16071;Porcentaje de población menor de 18 años;2022;15,9
28079 Madrid;2807916 Madrid distrito 16;2807916071 Madrid sección 16071;Porcentaje de población de 65 y más años;2022;18,5
28079 Madrid;2807916 Madrid distrito 16;2807916071 Madrid sección 16071;Población;2022;1.407
28079 Madrid;2807916 Madrid distrito 16;2807916071 Madrid sección 16071;Porcentaje de población española;2022;95
28079 Madrid;2807916 Madrid distrito 16;2807916072 Madrid sección 16072;Edad media de la población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916072 Madrid sección 16072;Porcentaje de población menor de 18 años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916072 Madrid sección 16072;Porcentaje de población de 65 y más años;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916072 Madrid sección 16072;Población;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916072 Madrid sección 16072;Porcentaje de población española;2022;
28079 Madrid;2807916 Madrid distrito 16;2807916073 Madrid sección 16073;Edad media de la población;2022;45,1
28079 Madrid;2807916 Madrid distrito 16;2807916073 Madrid sección 16073;Porcentaje de población menor de 18 años;2022;15,1
28079 Madrid;2807916 Madrid distrito 16;2807916073 Madrid sección 16073;Porcentaje de población de 65 y más años;2022;21,7
28079 Madrid;2807916 Madrid distrito 16;2807916073 Madrid sección 16073;Población;2022;1.681
28079 Madrid;2807916 Madrid distrito 16;2807916073 Madrid sección 16073;Porcentaje de población española;2022;84,2
28079 Madrid;2807916 Madrid distrito 16;2807916074 Madrid sección 16074;Edad media de la población;2022;45,1
28079 Madrid;2807916 Madrid distrito 16;2807916074 Madrid sección 16074;Porcentaje de población menor de 18 años;2022;14,4
28079 Madrid;2807916 Madrid distrito 16;2807916074 Madrid sección 16074;Porcentaje de población de 65 y más años;2022;20,5
28079 Madrid;2807916 Madrid distrito 16;2807916074 Madrid sección 16074;Población;2022;1.124
28079 Madrid;2807916 Madrid distrito 16;2807916074 Madrid sección 16074;Porcentaje de población española;2022;83
28079 Madrid;2807916 Madrid distrito 16;2807916075 Madrid sección 16075;Edad media de la población;2022;48
28079 Madrid;2807916 Madrid distrito 16;2807916075 Madrid sección 16075;Porcentaje de población menor de 18 años;2022;11,3
28079 Madrid;2807916 Madrid distrito 16;2807916075 Madrid sección 16075;Porcentaje de población de 65 y más años;2022;25,2
28079 Madrid;2807916 Madrid distrito 16;2807916075 Madrid sección 16075;Población;2022;1.198
28079 Madrid;2807916 Madrid distrito 16;2807916075 Madrid sección 16075;Porcentaje de población española;2022;83,3
28079 Madrid;2807916 Madrid distrito 16;2807916076 Madrid sección 16076;Edad media de la población;2022;46,2
28079 Madrid;2807916 Madrid distrito 16;2807916076 Madrid sección 16076;Porcentaje de población menor de 18 años;2022;12,3
28079 Madrid;2807916 Madrid distrito 16;2807916076 Madrid sección 16076;Porcentaje de población de 65 y más años;2022;26,6
28079 Madrid;2807916 Madrid distrito 16;2807916076 Madrid sección 16076;Población;2022;1.370
28079 Madrid;2807916 Madrid distrito 16;2807916076 Madrid sección 16076;Porcentaje de población española;2022;79,3
28079 Madrid;2807916 Madrid distrito 16;2807916077 Madrid sección 16077;Edad media de la población;2022;44,5
28079 Madrid;2807916 Madrid distrito 16;2807916077 Madrid sección 16077;Porcentaje de población menor de 18 años;2022;14,4
28079 Madrid;2807916 Madrid distrito 16;2807916077 Madrid sección 16077;Porcentaje de población de 65 y más años;2022;20,4
28079 Madrid;2807916 Madrid distrito 16;2807916077 Madrid sección 16077;Población;2022;1.436
28079 Madrid;2807916 Madrid distrito 16;2807916077 Madrid sección 16077;Porcentaje de población española;2022;77,1
